,Unnamed: 0, Latitude, Longitude, Status
700,700,52.363.085,4.909.554,doubt
701,701,52.377.762,4.896.516,doubt
702,702,52.372.795,4.899.434,doubt
703,703,52.369.236,4.890.708,doubt
704,704,52.347.187,4.908.138,success
705,705,52.382.417,4.885.611,doubt
706,706,489.973,doubt,
707,707,52.357.332,4.912.146,success
708,708,52.357.737,4.899.613,success
709,709,52.373.738,4.879.633,success
710,710,52.352.025,5.002.068,success
711,711,52.355.433,4.893.504,doubt
712,712,52.369.838,4.899.482,doubt
713,713,52.380.642,4.880.299,doubt
714,714,52.355.433,4.893.504,doubt
715,715,489.973,doubt,
716,716,52.350.566,4.891.676,success
717,717,52.352.217,48.327,success
718,718,5.776.879,success,
719,719,52.348.849,4.839.201,success
720,720,52.348.849,4.839.201,success
721,721,52.357.744,4.907.689,success
722,722,52.348.849,4.839.201,success
723,723,52.375.858,4.891.292,success
724,724,52.351.232,4.800.521,success
725,725,52.396.272,4.931.381,success
726,726,52.367.072,4.882.803,doubt
727,727,52.368.714,4.897.962,success
728,728,52.327.461,4.858.417,doubt
729,729,52.348.849,4.839.201,success
730,730,52.383.459,4.847.494,success
731,731,52.375.858,4.891.292,success
732,732,5.235.135,4.890.665,success
733,733,52.356.938,4.814.873,doubt
734,734,52.346.241,5.009.875,success
735,735,52.361.242,4.873.078,doubt
736,736,52.382.417,4.885.611,doubt
737,737,52.347.277,484.719,doubt
738,738,52.377.561,4.893.508,success
739,739,5.235.634,4.887.791,success
740,740,52.374.238,4.846.817,doubt
741,741,53.200.263,5.800.179,doubt
742,742,52.376.381,4.855.514,success
743,743,52.375.877,487.786,success
744,744,52.360.826,4.854.189,doubt
745,745,52.299.537,4.987.297,success
746,746,52.355.141,4.837.472,success
747,747,52.355.141,4.837.472,success
748,748,52.355.141,4.837.472,success
749,749,52.339.456,4.894.278,success
750,750,52.355.141,4.837.472,success
751,751,52.355.141,4.837.472,success
752,752,52.353.958,4.873.075,doubt
753,753,52.342.394,4.868.703,doubt
754,754,523.216,4.941.808,success
755,755,52.374.679,481.803,doubt
756,756,52.315.496,4.966.821,success
757,757,52.344.263,4.915.993,doubt
758,758,52.369.562,4.897.884,doubt
759,759,52.384.367,4.836.106,success
760,760,52.352.357,4.857.505,success
761,761,5.271.847,6.862.029,doubt
762,762,52.307.398,4.946.739,success
763,763,52.384.462,4.894.946,success
764,764,52.348.701,4.847.179,success
765,765,52.358.953,4.859.349,doubt
766,766,52.360.417,486.301,doubt
767,767,52.375.901,4.874.857,doubt
768,768,52.382.417,4.885.611,doubt
769,769,52.382.417,4.885.611,doubt
770,770,489.973,doubt,
771,771,5.238.294,4.873.399,doubt
772,772,52.352.805,4.896.865,success
773,773,52.354.139,4.839.292,success
774,774,52.355.141,4.837.472,success
775,775,52.377.485,4.893.503,success
776,776,52.375.858,4.891.292,doubt
777,777,52.355.581,4.895.827,doubt
778,778,52.360.258,4.895.212,doubt
779,779,52.356.146,4.893.219,success
780,780,52.349.216,4.836.661,doubt
781,781,52.349.084,5.009.566,doubt
782,782,52.383.796,4.851.579,success
783,783,52.355.581,4.895.827,doubt
784,784,5.238.487,4.921.021,success
785,785,5.237.056,4.889.144,success
786,786,5.238.487,4.921.021,success
787,787,52.361.969,4.885.255,doubt
788,788,52.369.903,4.893.814,success
789,789,5.232.845,4.865.785,doubt
790,790,52.325.239,4.943.757,success
791,791,52.342.239,4.845.759,success
792,792,52.374.663,4.879.868,success
793,793,52.346.014,4.908.976,success
794,794,52.357.277,4.996.446,success
795,795,52.384.355,487.419,doubt
796,796,52.328.123,4.864.968,success
797,797,52.316.425,4.947.121,success
798,798,52.361.769,4.862.475,success
799,799,52.316.425,4.947.121,success
800,800,52.382.417,4.885.611,doubt
801,801,52.382.417,4.885.611,doubt
802,802,52.351.196,4.838.119,doubt
803,803,52.366.025,4.881.715,doubt
804,804,52.352.849,4.837.258,success
805,805,52.333.683,4.880.718,doubt
806,806,52.345.654,4.791.809,success
807,807,52.373.158,4.838.783,success
808,808,52.373.799,4.879.824,doubt
809,809,52.352.568,4.867.877,doubt
810,810,52.367.038,4.851.559,success
811,811,52.372.333,4.853.828,success
812,812,52.378.884,4.895.995,doubt
813,813,489.973,doubt,
814,814,52.356.006,4.873.316,success
815,815,52.369.781,4.867.401,success
816,816,52.342.747,4.877.621,doubt
817,817,52.359.224,4.861.768,success
818,818,52.370.308,488.933,success
819,819,5.240.802,4.933.818,doubt
820,820,52.341.891,4.902.768,doubt
821,821,5.240.472,4.899.553,success
822,822,52.374.596,4.873.628,doubt
823,823,52.356.006,4.873.316,success
824,824,52.350.337,4.919.641,doubt
825,825,52.337.914,4.895.529,success
826,826,5.235.282,4.838.844,success
827,827,52.337.834,489.551,success
828,828,52.338.083,4.895.741,success
829,829,52.337.834,4.895.499,doubt
830,830,52.336.121,4.870.937,success
831,831,52.355.304,4.889.822,success
832,832,52.382.417,4.885.611,success
833,833,52.382.417,4.885.611,doubt
834,834,52.347.521,4.856.877,success
835,835,523.514,4.850.618,doubt
836,836,52.362.923,4.898.906,success
837,837,52.348.818,4.877.203,success
838,838,52.352.875,4.887.941,success
839,839,52.378.608,4.848.257,doubt
840,840,52.371.932,4.880.223,doubt
841,841,52.334.237,4.873.816,doubt
842,842,52.374.721,487.859,success
843,843,52.382.257,4.857.045,doubt
844,844,52.353.581,4.856.037,success
845,845,52.355.142,4.919.181,doubt
846,846,489.973,doubt,
847,847,52.371.932,4.880.223,doubt
848,848,52.327.515,4.873.996,doubt
849,849,52.357.483,4.888.775,success
850,850,52.364.723,4.937.872,doubt
851,851,52.380.583,4.886.718,success
852,852,52.399.525,4.932.976,success
853,853,52.369.254,4.888.593,doubt
854,854,52.718.944,685.343,success
855,855,52.362.122,4.898.975,success
856,856,52.375.858,4.891.292,success
857,857,489.973,doubt,
858,858,489.973,doubt,
859,859,52.373.541,4.863.713,doubt
860,860,52.355.262,4.924.596,doubt
861,861,52.362.864,4.935.659,doubt
862,862,52.360.304,4.893.629,success
863,863,52.383.512,4.891.532,success
864,864,52.382.417,4.885.611,doubt
865,865,52.347.187,4.908.138,success
866,866,52.311.192,4.952.168,doubt
867,867,52.358.804,4.898.062,doubt
868,868,5.237.261,4.876.837,success
869,869,52.360.304,4.893.629,success
870,870,5.236.905,4.931.837,doubt
871,871,52.370.108,4.903.766,success
872,872,52.327.576,4.879.746,doubt
873,873,52.401.823,4.937.349,doubt
874,874,52.347.438,4.860.969,doubt
875,875,52.357.837,4.834.027,doubt
876,876,52.365.173,4.880.495,success
877,877,52.365.993,4.903.332,success
878,878,489.973,doubt,
879,879,52.362.621,4.894.995,doubt
880,880,52.359.802,4.880.948,success
881,881,52.356.395,4.795.185,success
882,882,doubt,,
883,883,52.324.934,4.859.314,success
884,884,52.364.524,4.938.448,success
885,885,52.377.829,4.932.932,success
886,886,52.354.939,4.887.183,success
887,887,52.380.101,4.875.811,doubt
888,888,52.364.502,4.808.279,success
889,889,52.379.533,4.923.388,success
890,890,52.375.863,488.685,doubt
891,891,52.379.719,4.889.313,doubt
892,892,52.291.947,4.968.978,success
893,893,5.237.055,4.910.927,doubt
894,894,doubt,,
895,895,52.377.108,4.892.647,doubt
896,896,489.973,doubt,
897,897,52.382.417,4.885.611,doubt
898,898,52.345.723,4.871.555,doubt
899,899,52.345.112,4.894.794,doubt
900,900,52.361.478,4.851.012,success
901,901,52.356.556,4.888.733,success
902,902,52.363.372,4.894.047,success
903,903,52.348.776,4.904.201,success
904,904,5.235.139,4.853.946,success
905,905,52.377.883,4.896.631,success
906,906,52.339.568,4.919.455,success
907,907,52.348.569,4.868.924,doubt
908,908,5.234.867,4.871.315,doubt
909,909,52.350.566,4.891.676,success
910,910,52.366.028,4.874.035,doubt
911,911,52.402.014,4.935.554,doubt
912,912,52.352.868,4.854.601,success
913,913,52.331.053,5.068.744,success
914,914,52.341.104,4.903.613,doubt
915,915,52.371.136,4.967.659,doubt
916,916,52.371.261,4.967.935,doubt
917,917,52.347.295,4.849.294,success
918,918,52.372.279,4.864.638,success
919,919,52.344.975,487.127,success
920,920,52.324.899,4.869.744,doubt
921,921,52.376.907,486.266,doubt
922,922,52.381.385,4.836.493,success
923,923,52.379.572,4.878.407,success
924,924,52.336.259,4.913.532,doubt
925,925,52.373.542,488.458,doubt
926,926,failed,failed,failed
927,927,52.377.561,4.886.183,success
928,928,52.382.417,4.885.611,doubt
929,929,52.382.417,4.885.611,doubt
930,930,52.372.573,496.357,success
931,931,52.376.784,4.848.894,doubt
932,932,52.327.461,4.858.417,doubt
933,933,52.375.554,4.898.314,success
934,934,52.374.375,4.881.795,doubt
935,935,52.407.387,4.912.163,doubt
936,936,52.343.431,4.875.632,doubt
937,937,52.352.261,4.795.522,success
938,938,52.343.131,4.902.813,doubt
939,939,52.352.467,4.886.933,success
940,940,52.368.415,4.892.082,doubt
941,941,52.367.586,4.873.204,doubt
942,942,52.325.239,4.943.757,success
943,943,5.233.893,4.919.182,success
944,944,489.973,doubt,
945,945,52.367.038,4.851.559,success
946,946,52.400.438,4.892.033,doubt
947,947,52.372.452,4.896.855,success
948,948,52.345.789,4.876.412,doubt
949,949,52.352.229,4.888.139,doubt
950,950,52.371.166,4.863.198,doubt
951,951,52.368.158,4.855.774,success
952,952,52.376.362,489.478,success
953,953,52.371.757,4.890.098,success
954,954,52.356.497,492.353,doubt
955,955,52.355.726,4.888.708,success
956,956,52.373.423,4.963.585,doubt
957,957,52.345.278,4.812.051,success
958,958,52.361.218,489.377,success
959,959,52.375.441,4.902.416,success
960,960,52.382.417,4.885.611,doubt
961,961,52.354.812,4.901.037,doubt
962,962,52.385.021,4.874.594,doubt
963,963,52.362.035,4.851.223,doubt
964,964,52.371.055,4.883.169,doubt
965,965,52.352.935,4.850.159,doubt
966,966,52.356.496,4.846.593,doubt
967,967,52.399.525,4.932.976,success
968,968,52.366.748,4.851.857,doubt
969,969,52.366.462,4.925.985,success
970,970,52.365.048,4.898.317,success
971,971,52.342.847,4.919.715,success
972,972,5.235.058,4.848.498,success
973,973,5.235.058,4.848.498,success
974,974,489.973,doubt,
975,975,52.354.662,490.257,doubt
976,976,52.358.527,4.896.083,success
977,977,52.405.327,4.931.657,success
978,978,52.366.838,4.872.147,doubt
979,979,52.351.505,4.830.994,success
980,980,52.371.294,4.879.935,success
981,981,52.361.141,4.991.874,success
982,982,52.359.138,4.876.934,success
983,983,52.363.613,4.936.665,doubt
984,984,52.365.608,4.802.832,success
985,985,52.353.543,4.902.691,success
986,986,52.354.296,4.881.789,doubt
987,987,52.360.453,4.881.822,doubt
988,988,52.360.517,4.993.259,success
989,989,52.376.306,4.925.448,success
990,990,52.363.282,4.884.683,success
991,991,52.343.825,4.877.039,doubt
992,992,52.379.823,4.849.554,doubt
993,993,52.347.277,484.719,doubt
994,994,52.343.825,4.877.039,doubt
995,995,52.316.973,4.970.868,success
996,996,489.973,doubt,
997,997,52.366.014,486.771,success
998,998,52.362.511,4.856.253,success
999,999,52.363.149,4.935.579,success
1000,1000,52.342.802,4.903.116,success
1001,1001,52.363.009,4.933.793,doubt
1002,1002,52.382.613,4.871.248,success
1003,1003,52.345.396,4.891.738,doubt
1004,1004,52.347.622,47.935,success
1005,1005,52.347.622,47.935,success
1006,1006,52.347.622,47.935,success
1007,1007,489.973,doubt,
1008,1008,5.234.126,4.923.218,doubt
1009,1009,52.376.889,4.848.679,success
1010,1010,52.351.412,4.879.837,success
1011,1011,52.361.024,4.868.881,doubt
1012,1012,52.372.566,4.869.574,success
1013,1013,52.325.474,4.974.809,success
1014,1014,52.363.382,4.873.156,doubt
1015,1015,489.973,doubt,
1016,1016,52.375.736,4.964.547,success
1017,1017,52.361.879,4.889.557,doubt
1018,1018,52.375.858,4.891.292,success
1019,1019,523.776,4.883.638,doubt
1020,1020,52.352.112,4.824.878,success
1021,1021,52.365.369,4.880.152,doubt
1022,1022,489.973,doubt,
1023,1023,52.361.024,4.868.881,doubt
1024,1024,52.382.417,4.885.611,doubt
1025,1025,52.347.277,484.719,doubt
1026,1026,52.371.324,4.860.127,doubt
1027,1027,52.363.085,488.577,doubt
1028,1028,52.352.118,4.887.318,success
1029,1029,52.352.975,4.835.451,success
1030,1030,5.235.135,4.890.665,success
1031,1031,52.352.971,4.900.107,doubt
1032,1032,52.372.279,4.864.638,success
1033,1033,52.343.858,4.860.409,doubt
1034,1034,52.383.154,4.878.522,success
1035,1035,52.336.452,486.994,success
1036,1036,5.235.634,4.887.791,success
1037,1037,52.369.578,4.906.694,doubt
1038,1038,52.378.608,4.848.257,doubt
1039,1039,52.360.053,4.879.957,doubt
1040,1040,5.237.441,496.831,doubt
1041,1041,4.912.345,success,
1042,1042,52.359.147,4.887.532,doubt
1043,1043,52.368.507,4.971.287,doubt
1044,1044,52.357.277,4.996.446,success
1045,1045,52.371.998,486.216,doubt
1046,1046,52.351.702,4.784.765,success
1047,1047,52.348.469,4.795.243,doubt
1048,1048,52.353.859,4.902.028,doubt
1049,1049,52.371.969,4.878.196,doubt
1050,1050,52.366.112,4.881.096,doubt
1051,1051,52.362.656,4.873.649,doubt
1052,1052,52.342.239,4.845.759,success
1053,1053,52.398.714,490.518,doubt
1054,1054,52.325.239,4.943.757,success
1055,1055,52.362.658,4.933.665,doubt
1056,1056,52.354.812,4.901.037,doubt
1057,1057,52.382.417,4.885.611,doubt
1058,1058,52.371.639,4.895.982,doubt
1059,1059,52.358.779,4.878.127,doubt
1060,1060,52.373.158,4.838.783,success
1061,1061,52.355.106,4.888.268,doubt
1062,1062,52.343.569,4.915.355,success
1063,1063,doubt,,
1064,1064,doubt,,
1065,1065,52.367.156,4.852.821,doubt
1066,1066,52.377.762,4.896.516,doubt
1067,1067,52.321.482,4.976.987,success
1068,1068,52.366.381,4.887.344,success
1069,1069,52.384.194,4.870.403,doubt
1070,1070,52.352.026,4.861.172,doubt
1071,1071,52.376.514,4.881.611,success
1072,1072,5.235.298,4.885.048,success
1073,1073,52.384.963,4.856.075,success
1074,1074,52.369.901,4.857.545,doubt
1075,1075,52.368.054,488.755,success
1076,1076,52.358.508,4.860.397,doubt
1077,1077,52.368.663,4.840.343,success
1078,1078,52.366.089,4.882.538,success
1079,1079,52.390.479,482.633,success
1080,1080,489.973,doubt,
1081,1081,52.351.531,489.754,doubt
1082,1082,52.366.428,4.872.988,doubt
1083,1083,52.341.924,4.899.328,success
1084,1084,52.361.496,4.863.297,doubt
1085,1085,5.235.008,4.922.676,success
1086,1086,5.235.008,4.922.676,success
1087,1087,5.235.008,4.922.676,success
1088,1088,52.379.823,4.849.554,doubt
1089,1089,52.347.187,4.908.138,success
1090,1090,52.357.225,4.929.274,success
1091,1091,52.380.313,4.891.784,success
1092,1092,52.367.978,488.753,success
1093,1093,52.357.574,479.726,success
1094,1094,52.365.993,4.903.332,success
1095,1095,52.298.977,4.955.994,doubt
1096,1096,52.350.884,5.008.374,success
1097,1097,52.373.799,4.879.824,success
1098,1098,52.409.965,4.923.213,doubt
1099,1099,52.372.442,4.859.057,doubt
1100,1100,52.335.008,4.878.591,success
1101,1101,52.346.421,4.872.554,success
1102,1102,5.235.506,4.905.501,success
1103,1103,52.357.796,487.513,doubt
1104,1104,52.364.035,4.892.455,doubt
1105,1105,52.321.719,4.977.851,success
1106,1106,52.354.346,4.854.252,doubt
1107,1107,52.351.629,4.888.542,doubt
1108,1108,52.373.896,4.963.413,success
1109,1109,52.382.111,486.887,success
1110,1110,52.368.135,4.943.646,success
1111,1111,52.354.812,4.901.037,success
1112,1112,52.368.984,4.867.643,doubt
1113,1113,52.369.289,4.867.493,success
1114,1114,52.366.928,4.870.252,doubt
1115,1115,52.318.351,4.980.421,success
1116,1116,52.392.854,4.878.787,success
1117,1117,52.331.503,4.884.765,success
1118,1118,52.316.425,4.947.121,success
1119,1119,52.368.143,4.855.085,success
1120,1120,52.382.417,4.885.611,success
1121,1121,52.382.417,4.885.611,doubt
1122,1122,52.362.636,4.859.026,doubt
1123,1123,52.353.331,489.493,success
1124,1124,52.376.982,4.881.973,success
1125,1125,52.360.839,4.906.705,doubt
1126,1126,52.368.227,49.185,success
1127,1127,489.973,doubt,
1128,1128,52.349.216,4.836.661,doubt
1129,1129,52.369.123,490.479,success
1130,1130,52.342.346,4.910.559,success
1131,1131,52.366.584,4.875.938,doubt
1132,1132,52.338.205,4.932.423,success
1133,1133,52.368.147,4.945.816,success
1134,1134,52.352.823,4.896.953,success
1135,1135,52.357.799,4.875.128,doubt
1136,1136,52.355.981,482.403,success
1137,1137,52.364.303,487.636,doubt
1138,1138,52.350.566,4.891.676,success
1139,1139,52.365.048,4.898.317,doubt
1140,1140,5.237.056,4.889.144,success
1141,1141,52.333.396,487.475,success
1142,1142,52.379.816,489.338,doubt
1143,1143,489.973,doubt,
1144,1144,52.364.117,4.864.573,success
1145,1145,52.367.901,4.913.612,success
1146,1146,52.344.639,4.866.285,success
1147,1147,52.367.901,4.913.612,success
1148,1148,489.973,doubt,
1149,1149,52.363.775,4.860.452,doubt
1150,1150,52.325.662,4.879.915,doubt
1151,1151,52.369.616,490.635,doubt
1152,1152,52.382.417,4.885.611,doubt
1153,1153,52.382.417,4.885.611,doubt
1154,1154,52.362.122,4.898.975,success
1155,1155,52.373.809,4.895.342,success
1156,1156,52.369.276,4.894.957,success
1157,1157,52.356.924,4.797.553,success
1158,1158,52.327.604,4.884.323,success
1159,1159,52.363.441,4.855.978,doubt
1160,1160,489.973,doubt,
1161,1161,52.370.807,4.849.992,doubt
1162,1162,52.377.448,4.896.608,doubt
1163,1163,489.973,doubt,
1164,1164,52.351.284,4.859.917,success
1165,1165,52.364.429,4.865.061,success
1166,1166,52.331.795,4.889.087,doubt
1167,1167,52.355.736,4.894.969,doubt
1168,1168,52.356.326,4.992.519,success
1169,1169,489.973,doubt,
1170,1170,5.236.072,4.866.624,doubt
1171,1171,52.336.098,4.870.399,success
1172,1172,52.398.296,4.929.289,success
1173,1173,52.355.056,4.993.056,success
1174,1174,52.351.204,4.847.601,success
1175,1175,52.395.959,4.945.744,success
1176,1176,52.364.436,4.802.157,doubt
1177,1177,5.236.934,4.850.482,doubt
1178,1178,489.973,doubt,
1179,1179,52.350.538,4.854.327,success
1180,1180,52.366.198,488.434,success
1181,1181,52.373.992,4.899.847,success
1182,1182,52.393.456,487.726,doubt
1183,1183,52.359.686,4.865.591,success
1184,1184,52.382.417,4.885.611,doubt
1185,1185,489.973,doubt,
1186,1186,52.349.757,4.849.067,doubt
1187,1187,52.374.362,4.963.535,success
1188,1188,52.351.055,4.851.273,doubt
1189,1189,52.343.531,4.860.494,success
1190,1190,52.327.431,4.976.809,success
1191,1191,52.378.549,4.802.617,doubt
1192,1192,52.357.574,479.726,success
1193,1193,52.366.554,4.891.258,success
1194,1194,52.369.736,4.925.428,success
1195,1195,52.338.422,4.857.263,doubt
1196,1196,52.377.741,4.874.473,doubt
1197,1197,52.338.422,4.857.263,doubt
1198,1198,52.351.673,4.891.393,doubt
1199,1199,5.240.212,4.931.695,success
1200,1200,52.394.471,4.912.084,success
1201,1201,52.368.714,4.897.962,success
1202,1202,52.401.679,493.394,success
1203,1203,52.401.667,4.933.932,success
1204,1204,52.355.552,485.083,success
1205,1205,52.367.984,4.953.586,doubt
1206,1206,52.391.064,4.873.261,success
1207,1207,52.357.393,4.885.101,doubt
1208,1208,5.237.638,4.892.596,success
1209,1209,52.325.746,4.872.213,doubt
1210,1210,52.357.313,4.991.937,success
1211,1211,5.234.449,4.869.119,doubt
1212,1212,52.371.074,4.909.889,success
1213,1213,52.346.052,4.810.536,success
1214,1214,52.370.862,4.855.134,success
1215,1215,52.372.014,4.882.512,doubt
1216,1216,52.382.417,4.885.611,doubt
1217,1217,489.973,doubt,
1218,1218,52.344.761,4.914.623,success
1219,1219,52.369.588,4.906.329,doubt
1220,1220,52.369.588,4.906.329,doubt
1221,1221,52.361.055,4.890.374,success
1222,1222,5.235.634,4.887.791,success
1223,1223,5.235.634,4.887.791,success
1224,1224,52.334.145,4.881.725,success
1225,1225,52.368.251,493.208,doubt
1226,1226,52.354.184,4.871.579,success
1227,1227,52.370.961,4.898.727,success
1228,1228,52.353.859,4.902.028,success
1229,1229,52.331.818,4.881.913,success
1230,1230,52.372.452,4.896.855,success
1231,1231,52.354.736,4.847.099,doubt
1232,1232,5.232.577,487.365,doubt
1233,1233,5.232.577,487.365,doubt
1234,1234,52.355.581,4.895.827,doubt
1235,1235,52.353.859,4.902.028,success
1236,1236,52.362.007,4.838.352,success
1237,1237,52.354.903,4.889.327,doubt
1238,1238,52.370.294,4.883.721,doubt
1239,1239,52.355.507,4.929.892,success
1240,1240,52.350.586,4.853.563,doubt
1241,1241,52.378.019,4.880.041,success
1242,1242,52.359.874,4.881.725,success
1243,1243,52.355.899,4.895.048,success
1244,1244,52.355.304,4.889.822,success
1245,1245,52.350.566,4.891.676,success
1246,1246,52.317.676,4.970.643,success
1247,1247,52.389.865,4.876.477,success
1248,1248,52.382.417,4.885.611,doubt
1249,1249,52.354.812,4.901.037,doubt
1250,1250,52.374.649,4.860.058,doubt
1251,1251,52.343.406,4.892.708,success
1252,1252,52.333.794,487.344,success
1253,1253,52.371.026,4.901.994,doubt
1254,1254,5.238.006,4.841.713,doubt
1255,1255,52.385.928,4.918.489,doubt
1256,1256,52.362.271,4.910.473,doubt
1257,1257,52.374.202,4.881.254,doubt
1258,1258,52.380.642,4.880.299,doubt
1259,1259,52.346.815,4.870.574,doubt
1260,1260,489.973,doubt,
1261,1261,5.238.309,4.883.297,success
1262,1262,489.973,doubt,
1263,1263,52.352.897,4.901.723,doubt
1264,1264,52.341.027,4.909.087,doubt
1265,1265,52.370.807,4.849.992,success
1266,1266,52.376.153,4.895.762,doubt
1267,1267,52.371.572,4.873.344,doubt
1268,1268,52.297.104,4.976.142,success
1269,1269,5.237.118,4.872.522,doubt
1270,1270,489.973,doubt,
1271,1271,52.363.002,4.849.986,success
1272,1272,5.237.289,4.968.642,doubt
1273,1273,52.378.608,4.848.257,doubt
1274,1274,52.360.379,485.876,doubt
1275,1275,52.372.006,4.880.515,doubt
1276,1276,52.394.021,4.899.241,success
1277,1277,52.394.036,4.899.204,success
1278,1278,52.379.106,480.258,doubt
1279,1279,52.354.032,4.924.887,doubt
1280,1280,52.382.417,4.885.611,doubt
1281,1281,52.347.277,484.719,doubt
1282,1282,52.345.797,4.897.545,doubt
1283,1283,52.370.348,4.923.568,success
1284,1284,52.362.737,4.863.503,doubt
1285,1285,52.357.531,4.875.819,doubt
1286,1286,52.361.478,4.851.012,success
1287,1287,52.385.518,4.890.923,success
1288,1288,5.237.064,4.876.493,success
1289,1289,52.352.403,4.861.805,doubt
1290,1290,52.356.738,4.891.071,success
1291,1291,52.370.318,4.870.653,success
1292,1292,5.235.977,4.856.755,doubt
1293,1293,52.359.901,4.914.578,doubt
1294,1294,5.235.008,4.922.676,success
1295,1295,52.376.463,4.923.644,success
1296,1296,52.405.646,4.894.351,success
1297,1297,52.362.923,4.898.906,success
1298,1298,52.376.915,4.883.205,doubt
1299,1299,52.365.784,4.851.369,doubt
1300,1300,52.362.893,4.909.739,success
1301,1301,52.363.571,4.910.417,success
1302,1302,52.360.379,485.876,doubt
1303,1303,52.372.296,4.881.085,doubt
1304,1304,52.400.611,4.940.271,doubt
1305,1305,52.357.893,4.859.465,doubt
1306,1306,52.351.475,5.007.048,success
1307,1307,52.345.194,4.870.155,success
1308,1308,52.345.977,4.869.987,success
1309,1309,5.236.214,49.004,doubt
1310,1310,52.348.871,4.872.462,success
1311,1311,52.372.579,4.964.555,doubt
1312,1312,489.973,doubt,
1313,1313,52.382.417,4.885.611,doubt
1314,1314,52.369.852,4.889.543,success
1315,1315,52.375.889,4.886.903,doubt
1316,1316,52.344.337,4.900.403,doubt
1317,1317,5.234.496,4.863.698,doubt
1318,1318,52.353.222,4.865.353,success
1319,1319,52.361.245,4.855.679,success
1320,1320,52.347.277,484.719,doubt
1321,1321,52.354.183,4.929.128,doubt
1322,1322,52.375.035,4.933.336,success
1323,1323,52.373.119,4.863.821,doubt
1324,1324,52.360.618,4.893.686,success
1325,1325,5.236.118,486.767,success
1326,1326,52.363.433,4.887.367,success
1327,1327,52.371.045,490.217,doubt
1328,1328,489.973,doubt,
1329,1329,52.330.175,487.379,doubt
1330,1330,52.372.014,4.904.039,doubt
1331,1331,52.372.756,4.896.498,doubt
1332,1332,52.378.602,4.874.037,doubt
1333,1333,52.328,4.858.537,success
1334,1334,52.357.661,4.808.001,success
1335,1335,4.912.345,success,
1336,1336,5.236.923,4.885.025,doubt
1337,1337,5.158.608,5.099.711,doubt
1338,1338,5.234.946,4.896.492,doubt
1339,1339,52.361.024,4.868.881,doubt
1340,1340,52.359.456,4.861.252,doubt
1341,1341,5.236.454,4.860.678,doubt
1342,1342,52.353.169,4.884.748,success
1343,1343,52.368.501,4.862.084,doubt
1344,1344,52.347.277,484.719,doubt
1345,1345,52.382.417,4.885.611,doubt
1346,1346,52.325.971,4.889.891,success
1347,1347,52.349.216,4.836.661,doubt
1348,1348,52.362.923,4.898.906,success
1349,1349,52.387.103,4.899.951,success
1350,1350,52.369.838,4.899.482,doubt
1351,1351,52.373.041,4.862.157,success
1352,1352,5.237.339,4.905.626,doubt
1353,1353,52.356.966,4.886.045,doubt
1354,1354,52.401.666,4.933.931,success
1355,1355,52.351.562,4.850.719,doubt
1356,1356,52.344.898,4.904.948,doubt
1357,1357,489.973,doubt,
1358,1358,52.376.547,4.882.213,doubt
1359,1359,5.236.118,486.767,success
1360,1360,52.392.294,4.880.793,doubt
1361,1361,52.366.106,4.885.569,success
1362,1362,52.363.699,4.835.744,success
1363,1363,52.375.877,487.786,success
1364,1364,52.347.956,4.897.793,success
1365,1365,52.374.507,4.874.906,doubt
1366,1366,52.392.735,4.956.114,doubt
1367,1367,52.362.974,4.895.637,doubt
1368,1368,52.376.123,4.875.206,doubt
1369,1369,52.376.122,4.845.535,success
1370,1370,52.344.615,4.864.979,doubt
1371,1371,52.384.521,4.850.849,doubt
1372,1372,52.368.335,486.517,success
